Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
tao cũng có ghệ và tao cũng dị_ứng mấy trường_hợp mắc mệt giống vậy,Disgust,Enjoyment
cái đồng_hồ mọi người cho em hỏi giá bao_nhiêu ạ,Other,Enjoyment
per thuê kiểm_kê tài_sản do tòa_án làm_bạn ơi . 😂 cả 1 nùi người làm cật_lực đấy .,Other,Disgust
lâu lắm rồi mới nge lại bài này ... vẫn thấy hay như ngày nào ...,Enjoyment,Sadness
trải qua một cuộc bể_dâu . những điều trông thấy mà đau_đớn lòng,Sadness,Enjoyment
biết đâu mưa xuống ổng ấy lại hết ngáo ? ? ? ? ? ?,Other,Enjoyment
thử đụng vô tao coi dume mấy thằng lol cặn bã,Anger,Enjoyment
ủa là đụme video hài hay deep vậy . chớ tao thấy buồn cười_vãi vì nhây đéo_tả được :))),Enjoyment,Disgust
rụng tim 😭,Sadness,Enjoyment
cái này thì hôm nào nói_chuyện tao nói cho nghe ? ?,Other,Enjoyment
thề nhìn họ hôn nhau thôi mà nổi hết gai_ốc . chưa dám nghĩ tới xxx . chắc_thốn lắm . lạnh sống_lưng thật .,Fear,Enjoyment
"chuẩn . tao mà chơi hoặc làm_việc cùng bọn con gái tính công_chúa một thời_gian thì tao ngày nào cũng sờ_troét , sau đó bị trầm_cảm .",Fear,Disgust
nó mà là đặc_vụ thật thì lại ngớ người 😂,Other,Enjoyment
nếu diễn_viên chính trẻ hơn đẹp hơn đang yêuc hơn thì mình sẽ xem haizz,Other,Enjoyment
chỉ là nóng quá tắm cho mát thôi mà,Other,Enjoyment
per sự thích thể_hiện của các bạn mà bóng_đá per tốn một món tiền không nhỏ ! 😩_🙏 🤕,Sadness,Disgust
việc nhỏ như_vậy mà hai con này hàng sử thiếu văn_hóa quá quá,Disgust,Enjoyment
đấy mới là điều càn đó . huhu,Sadness,Enjoyment
đúng là mỹ nhanh gọn dứt_khoát,Enjoyment,Disgust
"per nếu có_khi nào thấy bản_thân vô_dụng hay_là thất_bại , thì hãy nhớ có những người chế_tạo ra mấy cái của nợ này . =))",Enjoyment,Disgust
bà này khác gì lũ đa_cấp đi lừa_đảo đâu sao không cho vô tù,Anger,Disgust
ae phục_vụ ngày_xưa của mình đâu rồi . sao thấy thương_bạn này,Sadness,Disgust
"hồi nhỏ chỉ khi nào mẹ làm bánh_tai yến thì mới dùng tới bếp dầu hôi này , không là bỏ tủ để_dành",Other,Enjoyment
vẻ đẹp_phi giới_tính luôn,Surprise,Enjoyment
nhớ lại kỷ_niệm này buồn quá,Sadness,Enjoyment
78 thằng đéo có ý_thức,Disgust,Enjoyment
huhu lần trước đi chụp răng . thằng kĩ_thuật viện cho bạn vào cái máy to_đùng xong nó bảo ngồi im . nó bật máy xong chạy ra ngoài đóng_cửa với tốc_độ ánh_sáng .,Sadness,Disgust
có duyên nhưng không có phận ... người ở lại vẫn luôn là người đau nhất !,Sadness,Enjoyment
giống chó này hình_như không có lông ạ ? ? chó nhà em lông rụng đầy nhà .. huhu,Sadness,Enjoyment
đọc có chỗ vô_lí vãi,Other,Enjoyment
huhu xem mà muốn khóc vãi,Sadness,Enjoyment
điều quan_trọng ở đây là mày cần sạc điện_thoại kìa,Other,Enjoyment
đôi_khi đi tù chỉ để thỏa mãi thú_vui,Enjoyment,Other
tao coi xong tao khóc .,Sadness,Enjoyment
cho xin tí muối ạ,Other,Enjoyment
kết_thúc 3 năm cấp 3 là khoảng tg đẹp nhất nhưng nó cho ta nhiều kỷ_niệm đầy tiếc_nuối 🤔,Sadness,Disgust
tới luôn em ơi .,Other,Enjoyment
mạng lag chưa xem được nhưng vẫn vào bình_luận 😍 😍,Other,Enjoyment
thế đéo nào lại ra được nhỉ ? ?,Surprise,Enjoyment
huhu đéo muốn đi học đâu,Sadness,Enjoyment
thả mẹ tay ra : vậy đằng nào em kia cũng không sống nổi 😅,Other,Enjoyment
"súc_vật , đề_nghị xứ án_treo cho bác per à mà treo_cổ nhé :)",Disgust,Enjoyment
cái vị mà ai cũg muốn thử và mỗi người thử lại cảm_nhận được một vị riêng,Other,Enjoyment
trên quê tôi . trc nói trong vòng 6 đến 7 năm sẽ cho hưởng cổ_tức . vậy_mà đến giờ đã hơn 10 năm vẫn chưa được hưởng 1 xu nào . cao_su trồng thì chết lên chết xuống . giờ cũng chưa thấy cạo mủ . mất bao_nhiêu đất rừng của dân . hôm nào mời vtv24 làm 1 chuyến lên quê tôi . sẽ biết thế_nào ?,Anger,Disgust
"cổ_nhân có câu : thương cho roi , cho vọt - ghét cho ngọt cho bùi . muốn con trở_thành người tốt , nhưng gv nghiêm_khắc thì lại phản_đối . thật không_thể hiểu nổi .",Anger,Disgust
"chúng_mày nhìn , tao nuốt cũng không xuống nổi , ông địa",Fear,Enjoyment
ngày cuối_cùng thực_sự buồn,Sadness,Enjoyment
giống chuyện của chúng_mình quá . chả biết sẽ cùng anh đi bao xa ... nhưng hạnh_phúc khi có anh luôn bên cạnh ? ?,Enjoyment,Disgust
có loại này tồn_tại ở đây à,Disgust,Enjoyment
sao giống phim good doctor của hàn vậy ? ? cũng bệnh tự_kỉ và có khả_năng nhìn được 3 d !,Enjoyment,Disgust
cảnh thì dõ đẹp mà nhìn nước ô_nhiễm quá,Disgust,Enjoyment
k phải là trời không cho mày yêu . vì m quá ngulon,Disgust,Enjoyment
đứa nào tin là đơn_giản thế ra đây tao tát cho vài cái cho tỉnh :),Anger,Enjoyment
bếp dầu thời bao_cấp,Other,Enjoyment
mình thì # mình chỉ mong chồng tốt thương_yêu vợ_con gia_đình ! gia_đình lúc_nào cũng vui_vẻ hạnh_phúc thì ngày nào cũng là ngày ( tình_yêu ),Enjoyment,Disgust
nếu không gãy đó la 1 bài quyền đẹp rồi : ( (,Sadness,Enjoyment
"ủa nó đá ông da_đen mà ... sao tôi kia chửi nó "" da đen "" này nọ .... ? ? ? ? ?",Disgust,Enjoyment
mai anh gọi tôi dậy đi :)),Other,Enjoyment
đây là kiểu tự tay bóp dái nè,Other,Enjoyment
per bố ơi bảo con rể làm thế đii : >,Other,Enjoyment
per tao nói rồi nha_địt con mẹ mày,Anger,Enjoyment
"hỏi thì hỏi cho khôn , hỏi mà như_vả thẳng vào mặt người ta :))",Anger,Enjoyment
1 năm không biết_bao_nhiêu lần x - quang : (,Sadness,Enjoyment
crush hôm_nay đeo khẩu trag không thấy nó cười mà nhìn mắt dể_thương vãi ra 😂,Enjoyment,Disgust
