Câu văn thực tế,Nhãn thực tế,Nhãn dự đoán
"chúng_mày nhìn , tao nuốt cũng không xuống nổi , ông_địa",Fear,Sadness
ngày cuối_cùng thực_sự buồn,Sadness,Other
giống chuyện của chúng_mình quá . chả biết sẽ cùng anh đi bao_xa ... nhưng hạnh_phúc khi có anh luôn bên cạnh ? ?,Enjoyment,Sadness
có loại này tồn_tại ở đây à,Disgust,Sadness
sao giống phim good doctor của hàn_vậy ? ? cũng bệnh tự kỉ và có khả_năng nhìn được 3d !,Enjoyment,Sadness
cảnh thì dõ đẹp mà nhìn nước ô_nhiễm quá,Disgust,Sadness
k phải là trời không cho mày yêu . vì m quá ngulon,Disgust,Sadness
đứa nào tin là đơn_giản thế_ra đây tao tát cho vài cái cho tỉnh : ),Anger,Sadness
bếp dầu thời bao_cấp,Other,Disgust
"ủa nó đá ông da đen mà ... sao tôi kia chửi nó "" da đen "" này_nọ ... . ? ? ? ? ?",Disgust,Sadness
mai anh gọi tôi dậy đi : ) ),Other,Enjoyment
per bố ơi bảo con rể làm thế đii : >,Other,Disgust
per tao nói rồi nha địt con_mẹ mày,Anger,Other
"hỏi thì hỏi cho khôn , hỏi mà như vả thẳng vào mặt người_ta : ) )",Anger,Enjoyment
1 năm không biết_bao_nhiêu lần x - quang : (,Sadness,Other
crush hôm_nay đeo khẩu trag không thấy nó cười mà nhìn mắt dể thương vãi ra 😂,Enjoyment,Disgust
